epoch,acc,loss,val_acc,val_loss
0,0.26691599539700805,4.8825876811019846,0.40838509316770188,4.210579307923406
1,0.47658227848101264,4.2376615027152216,0.52070393387081704,4.3412646729013193
2,0.55224395857307251,3.9932874557749725,0.51811594190558041,4.8148999549834128
3,0.60972382048331419,3.671056419631554,0.56521739130434778,4.6485321097245622
4,0.63987341772151896,3.4908897718639724,0.52846790890269146,5.1374396996468494
5,0.67215189873417724,3.2604889531678793,0.5714285714285714,4.7550929219579601
6,0.69884925201380899,3.0519562638944531,0.57763975142938995,4.9746695561932235
7,0.71864211737629458,2.8810355896916846,0.58488612836438925,4.6993036822996279
8,0.72416570771001154,2.8702468434740953,0.57194616977225676,4.9036983678553172
9,0.74309551208285385,2.7399407483080038,0.5786749483635707,4.9169928074870297
10,0.75690448791714615,2.6274175104529727,0.58488612824098418,4.9557244762870836
11,0.764614499424626,2.5361557687247998,0.58747412020622081,5.0165797178296074
12,0.77341772151898736,2.4862232578637546,0.5900621119246473,5.052949296761744
13,0.77917146144994243,2.4567889880804801,0.58281573511305307,5.1420296210926759
14,0.78193325661680091,2.4516560208880347,0.56728778455568396,5.4728918559309365
15,0.79597238204833143,2.2838112669114894,0.61128364383063705,5.0571465966123972
16,0.80276179516685842,2.2510027823431717,0.59627329204887092,5.2367488385234067
17,0.8058112773302647,2.2067551368193743,0.58902691499046655,5.3188787286572818
18,0.8066168009205984,2.2034659732146009,0.60455486554783566,5.1162232572741146
19,0.81846950517836592,2.1048204283359686,0.59420289842731955,5.2497641250460294
20,0.81714614499424632,2.1496941940968277,0.60403726720415041,5.0864099809595267
21,0.8188147295742233,2.1601133881674777,0.61076604542524915,4.9917519146858043
22,0.82301495972382044,2.0930355496730302,0.59575569370518555,5.2143526797956063
23,0.824741081703107,2.0857119497344736,0.6050724636447109,5.3000952442240274
24,0.83319907940161109,1.9941216368789778,0.5786749483635707,5.5656567044386458
25,0.83250863060989644,1.9992244695800907,0.59575569370518555,5.3142184668199368
26,0.83860759493670889,1.9659717657898046,0.58022774314781644,5.5747468881231903
27,0.83860759493670889,1.9599127306557029,0.61283643904680052,5.1534368434060926
28,0.83768699654775602,1.9623905533847401,0.60455486554783566,5.2974783589380872
29,0.84223245109321054,1.937233016158961,0.60144927523891378,5.4559128911352062
30,0.8380322209436134,1.9837058990058893,0.60714285726626216,5.413392584763205
31,0.84608745684695053,1.9053826619177869,0.61904761917102413,5.0933113068527316
32,0.85345224395857311,1.8183472293439793,0.60610766045548659,5.3176991051028235
33,0.83826237054085151,2.0019292188716156,0.59109730848861286,5.5966525058075014
34,0.84344073647871121,1.9504489220533303,0.61645962720578751,5.2990518080275004
35,0.84723820483314149,1.895474439626017,0.61335403739048577,5.2824040752513559
36,0.85523590333716915,1.8197217362875255,0.61076604567205928,5.4002099619642303
37,0.85276179516685846,1.8635752667800467,0.61594202898550721,5.3575521818599343
38,0.85799769850402763,1.8139520048780036,0.60973084898468866,5.4656801253372098
39,0.85299194476409668,1.8651471673139082,0.60196687358259904,5.5749701584841649
40,0.85960874568469503,1.8077986893006166,0.60093167714203866,5.4598806185751965
41,0.8694476409666283,1.6905649583209241,0.6050724636447109,5.4429943867598505
42,0.85983889528193325,1.7727488707256036,0.61697722567287783,5.2977437637360696
43,0.8583429228998849,1.816702385694946,0.6185300207039337,5.3480305449562779
44,0.86576524741081706,1.7420668705513276,0.61490683217473163,5.2999178208179352
45,0.86191024165707708,1.7768105486193542,0.63354037267080743,5.1872106941096776
46,0.86219792865362488,1.7746562592477271,0.61231884070311515,5.4258334118386973
47,0.86317606444188721,1.7507411091778207,0.61335403714367565,5.3644187603431215
48,0.86444188722669735,1.7446409488838877,0.61542443051841689,5.358809536288244
49,0.87031070195627158,1.6629302725788955,0.61542443076522702,5.4894675645769011
